risk_history_id,project_id,prediction_date,delay_probability,risk_score,risk_category,expected_delay_days,highest_risk_stage,model_version
RISK-0012788,LG-001010,2023-09-19,0.71,71,HIGH,202,Survey,v1.2.0
RISK-0012789,LG-001010,2023-10-19,0.73,73,HIGH,130,Survey,v1.2.0
RISK-0012790,LG-001010,2023-11-18,0.75,75,HIGH,252,Survey,v1.2.0
RISK-0012791,LG-001010,2023-12-18,0.76,76,HIGH,230,Survey,v1.2.0
RISK-0012792,LG-001010,2024-01-17,0.74,74,HIGH,179,Survey,v1.2.0
RISK-0012793,LG-001010,2024-02-16,0.73,73,HIGH,182,Survey,v1.2.0
RISK-0012794,LG-001011,2024-01-24,0.83,83,CRITICAL,326,Approval,v1.2.0
RISK-0012795,LG-001011,2024-02-23,0.82,82,CRITICAL,407,Approval,v1.2.0
RISK-0012796,LG-001011,2024-03-24,0.82,82,CRITICAL,324,Approval,v1.2.0
RISK-0012797,LG-001011,2024-04-23,0.85,85,CRITICAL,542,Approval,v1.2.0
RISK-0012798,LG-001011,2024-05-23,0.83,83,CRITICAL,559,Approval,v1.2.0
RISK-0012799,LG-001011,2024-06-22,0.9,90,CRITICAL,453,Approval,v1.2.0
RISK-0012800,LG-001011,2024-07-22,0.86,86,CRITICAL,431,Approval,v1.2.0
RISK-0012801,LG-001011,2024-08-21,0.87,87,CRITICAL,387,Approval,v1.2.0
RISK-0012802,LG-001011,2024-09-20,0.92,92,CRITICAL,307,Approval,v1.2.0
RISK-0012803,LG-001011,2024-10-20,0.9,90,CRITICAL,317,Approval,v1.2.0
RISK-0012804,LG-001011,2024-11-19,0.94,94,CRITICAL,442,Approval,v1.2.0
RISK-0012805,LG-001011,2024-12-19,0.95,95,CRITICAL,518,Approval,v1.2.0
RISK-0012806,LG-001012,2019-08-06,0.23,23,LOW,12,Land Identification,v1.2.0
RISK-0012807,LG-001012,2019-09-05,0.13,13,LOW,5,Land Identification,v1.2.0
RISK-0012808,LG-001012,2019-10-05,0.23,23,LOW,14,Land Identification,v1.2.0
RISK-0012809,LG-001012,2019-11-04,0.22,22,LOW,5,Land Identification,v1.2.0
RISK-0012810,LG-001012,2019-12-04,0.09,9,LOW,3,Land Identification,v1.2.0
RISK-0012811,LG-001012,2020-01-03,0.2,20,LOW,16,Land Identification,v1.2.0
RISK-0012812,LG-001012,2020-02-02,0.14,14,LOW,3,Land Identification,v1.2.0
RISK-0012813,LG-001012,2020-03-03,0.18,18,LOW,22,Land Identification,v1.2.0
RISK-0012814,LG-001012,2020-04-02,0.22,22,LOW,9,Land Identification,v1.2.0
RISK-0012815,LG-001012,2020-05-02,0.16,16,LOW,18,Land Identification,v1.2.0
RISK-0012816,LG-001012,2020-06-01,0.14,14,LOW,1,Land Identification,v1.2.0
RISK-0012817,LG-001012,2020-07-01,0.12,12,LOW,5,Land Identification,v1.2.0
RISK-0012818,LG-001012,2020-07-31,0.19,19,LOW,29,Land Identification,v1.2.0
RISK-0012819,LG-001012,2020-08-30,0.12,12,LOW,24,Land Identification,v1.2.0
RISK-0012820,LG-001012,2020-09-29,0.21,21,LOW,18,Land Identification,v1.2.0
RISK-0012821,LG-001012,2020-10-29,0.23,23,LOW,28,Land Identification,v1.2.0
RISK-0012822,LG-001013,2020-12-09,0.31,31,MEDIUM,59,Notification,v1.2.0
RISK-0012823,LG-001013,2021-01-08,0.34,34,MEDIUM,56,Notification,v1.2.0
RISK-0012824,LG-001013,2021-02-07,0.37,37,MEDIUM,50,Notification,v1.2.0
RISK-0012825,LG-001013,2021-03-09,0.43,43,MEDIUM,50,Notification,v1.2.0
RISK-0012826,LG-001013,2021-04-08,0.34,34,MEDIUM,109,Notification,v1.2.0
RISK-0012827,LG-001013,2021-05-08,0.36,36,MEDIUM,54,Notification,v1.2.0
RISK-0012828,LG-001013,2021-06-07,0.37,37,MEDIUM,83,Notification,v1.2.0
RISK-0012829,LG-001013,2021-07-07,0.36,36,MEDIUM,51,Notification,v1.2.0
RISK-0012830,LG-001013,2021-08-06,0.32,32,MEDIUM,90,Notification,v1.2.0
RISK-0012831,LG-001013,2021-09-05,0.42,42,MEDIUM,48,Notification,v1.2.0
RISK-0012832,LG-001013,2021-10-05,0.37,37,MEDIUM,53,Notification,v1.2.0
RISK-0012833,LG-001014,2024-09-23,0.8,80,CRITICAL,468,Legal Resolution,v1.2.0
RISK-0012834,LG-001014,2024-10-23,0.83,83,CRITICAL,270,Legal Resolution,v1.2.0
RISK-0012835,LG-001014,2024-11-22,0.82,82,CRITICAL,592,Legal Resolution,v1.2.0
RISK-0012836,LG-001014,2024-12-22,0.84,84,CRITICAL,356,Legal Resolution,v1.2.0
RISK-0012837,LG-001014,2025-01-21,0.87,87,CRITICAL,266,Legal Resolution,v1.2.0
RISK-0012838,LG-001014,2025-02-20,0.85,85,CRITICAL,410,Legal Resolution,v1.2.0
RISK-0012839,LG-001014,2025-03-22,0.89,89,CRITICAL,588,Legal Resolution,v1.2.0
RISK-0012840,LG-001014,2025-04-21,0.86,86,CRITICAL,363,Legal Resolution,v1.2.0
RISK-0012841,LG-001014,2025-05-21,0.9,90,CRITICAL,415,Legal Resolution,v1.2.0
RISK-0012842,LG-001014,2025-06-20,0.89,89,CRITICAL,260,Legal Resolution,v1.2.0
RISK-0012843,LG-001014,2025-07-20,0.89,89,CRITICAL,471,Legal Resolution,v1.2.0
RISK-0012844,LG-001014,2025-08-19,0.95,95,CRITICAL,554,Legal Resolution,v1.2.0
RISK-0012845,LG-001014,2025-09-18,0.91,91,CRITICAL,577,Legal Resolution,v1.2.0
RISK-0012846,LG-001014,2025-10-18,0.95,95,CRITICAL,558,Legal Resolution,v1.2.0
RISK-0012847,LG-001014,2025-11-17,0.95,95,CRITICAL,370,Legal Resolution,v1.2.0
RISK-0012848,LG-001014,2025-12-17,0.97,97,CRITICAL,257,Legal Resolution,v1.2.0
RISK-0012849,LG-001014,2026-01-16,0.98,98,CRITICAL,546,Legal Resolution,v1.2.0
RISK-0012850,LG-001014,2026-02-15,0.99,99,CRITICAL,540,Legal Resolution,v1.2.0
RISK-0012851,LG-001015,2023-08-18,0.62,62,HIGH,253,Notification,v1.2.0
RISK-0012852,LG-001015,2023-09-17,0.62,62,HIGH,235,Notification,v1.2.0
RISK-0012853,LG-001015,2023-10-17,0.61,61,HIGH,280,Notification,v1.2.0
RISK-0012854,LG-001015,2023-11-16,0.65,65,HIGH,144,Notification,v1.2.0
RISK-0012855,LG-001015,2023-12-16,0.64,64,HIGH,264,Notification,v1.2.0
RISK-0012856,LG-001015,2024-01-15,0.64,64,HIGH,136,Notification,v1.2.0
RISK-0012857,LG-001015,2024-02-14,0.68,68,HIGH,156,Notification,v1.2.0
RISK-0012858,LG-001016,2022-07-01,0.61,61,HIGH,195,Possession,v1.2.0
RISK-0012859,LG-001016,2022-07-31,0.61,61,HIGH,131,Possession,v1.2.0
RISK-0012860,LG-001016,2022-08-30,0.61,61,HIGH,243,Possession,v1.2.0
RISK-0012861,LG-001016,2022-09-29,0.62,62,HIGH,214,Possession,v1.2.0
RISK-0012862,LG-001016,2022-10-29,0.64,64,HIGH,166,Possession,v1.2.0
RISK-0012863,LG-001016,2022-11-28,0.65,65,HIGH,215,Possession,v1.2.0
RISK-0012864,LG-001016,2022-12-28,0.68,68,HIGH,245,Possession,v1.2.0
RISK-0012865,LG-001016,2023-01-27,0.67,67,HIGH,214,Possession,v1.2.0
RISK-0012866,LG-001016,2023-02-26,0.69,69,HIGH,270,Possession,v1.2.0
RISK-0012867,LG-001016,2023-03-28,0.66,66,HIGH,131,Possession,v1.2.0
RISK-0012868,LG-001016,2023-04-27,0.72,72,HIGH,224,Possession,v1.2.0
RISK-0012869,LG-001016,2023-05-27,0.7,70,HIGH,194,Possession,v1.2.0
RISK-0012870,LG-001016,2023-06-26,0.72,72,HIGH,250,Possession,v1.2.0
RISK-0012871,LG-001016,2023-07-26,0.74,74,HIGH,162,Possession,v1.2.0
RISK-0012872,LG-001017,2024-02-12,0.13,13,LOW,20,Land Identification,v1.2.0
RISK-0012873,LG-001017,2024-03-13,0.2,20,LOW,7,Land Identification,v1.2.0
RISK-0012874,LG-001017,2024-04-12,0.19,19,LOW,4,Land Identification,v1.2.0
RISK-0012875,LG-001017,2024-05-12,0.12,12,LOW,20,Land Identification,v1.2.0
RISK-0012876,LG-001017,2024-06-11,0.21,21,LOW,13,Land Identification,v1.2.0
RISK-0012877,LG-001017,2024-07-11,0.19,19,LOW,0,Land Identification,v1.2.0
RISK-0012878,LG-001017,2024-08-10,0.16,16,LOW,14,Land Identification,v1.2.0
RISK-0012879,LG-001017,2024-09-09,0.14,14,LOW,6,Land Identification,v1.2.0
RISK-0012880,LG-001017,2024-10-09,0.18,18,LOW,0,Land Identification,v1.2.0
RISK-0012881,LG-001017,2024-11-08,0.1,10,LOW,10,Land Identification,v1.2.0
RISK-0012882,LG-001018,2020-04-28,0.82,82,CRITICAL,565,Objection/Hearing,v1.2.0
RISK-0012883,LG-001018,2020-05-28,0.83,83,CRITICAL,553,Objection/Hearing,v1.2.0
RISK-0012884,LG-001018,2020-06-27,0.82,82,CRITICAL,550,Objection/Hearing,v1.2.0
RISK-0012885,LG-001018,2020-07-27,0.87,87,CRITICAL,377,Objection/Hearing,v1.2.0
RISK-0012886,LG-001018,2020-08-26,0.85,85,CRITICAL,558,Objection/Hearing,v1.2.0
RISK-0012887,LG-001018,2020-09-25,0.86,86,CRITICAL,429,Objection/Hearing,v1.2.0
RISK-0012888,LG-001018,2020-10-25,0.88,88,CRITICAL,412,Objection/Hearing,v1.2.0
RISK-0012889,LG-001018,2020-11-24,0.86,86,CRITICAL,474,Objection/Hearing,v1.2.0
RISK-0012890,LG-001018,2020-12-24,0.93,93,CRITICAL,351,Objection/Hearing,v1.2.0
RISK-0012891,LG-001018,2021-01-23,0.93,93,CRITICAL,424,Objection/Hearing,v1.2.0
RISK-0012892,LG-001019,2023-06-21,0.33,33,MEDIUM,56,Legal Resolution,v1.2.0
RISK-0012893,LG-001019,2023-07-21,0.32,32,MEDIUM,56,Legal Resolution,v1.2.0
RISK-0012894,LG-001019,2023-08-20,0.4,40,MEDIUM,74,Legal Resolution,v1.2.0
RISK-0012895,LG-001019,2023-09-19,0.31,31,MEDIUM,45,Legal Resolution,v1.2.0
RISK-0012896,LG-001019,2023-10-19,0.33,33,MEDIUM,96,Legal Resolution,v1.2.0
RISK-0012897,LG-001019,2023-11-18,0.32,32,MEDIUM,99,Legal Resolution,v1.2.0
RISK-0012898,LG-001019,2023-12-18,0.37,37,MEDIUM,101,Legal Resolution,v1.2.0
RISK-0012899,LG-001019,2024-01-17,0.35,35,MEDIUM,67,Legal Resolution,v1.2.0
RISK-0012900,LG-001019,2024-02-16,0.34,34,MEDIUM,50,Legal Resolution,v1.2.0
RISK-0012901,LG-001019,2024-03-17,0.32,32,MEDIUM,52,Legal Resolution,v1.2.0
RISK-0012902,LG-001019,2024-04-16,0.37,37,MEDIUM,67,Legal Resolution,v1.2.0
RISK-0012903,LG-001020,2024-12-13,0.32,32,MEDIUM,89,Final Handover,v1.2.0
RISK-0012904,LG-001020,2025-01-12,0.37,37,MEDIUM,85,Final Handover,v1.2.0
RISK-0012905,LG-001020,2025-02-11,0.31,31,MEDIUM,81,Final Handover,v1.2.0
RISK-0012906,LG-001020,2025-03-13,0.31,31,MEDIUM,70,Final Handover,v1.2.0
RISK-0012907,LG-001020,2025-04-12,0.33,33,MEDIUM,103,Final Handover,v1.2.0
RISK-0012908,LG-001020,2025-05-12,0.42,42,MEDIUM,57,Final Handover,v1.2.0
RISK-0012909,LG-001020,2025-06-11,0.31,31,MEDIUM,40,Final Handover,v1.2.0
RISK-0012910,LG-001020,2025-07-11,0.38,38,MEDIUM,52,Final Handover,v1.2.0
RISK-0012911,LG-001020,2025-08-10,0.33,33,MEDIUM,67,Final Handover,v1.2.0
RISK-0012912,LG-001020,2025-09-09,0.31,31,MEDIUM,49,Final Handover,v1.2.0
RISK-0012913,LG-001020,2025-10-09,0.42,42,MEDIUM,62,Final Handover,v1.2.0
RISK-0012914,LG-001020,2025-11-08,0.45,45,MEDIUM,78,Final Handover,v1.2.0
RISK-0012915,LG-001020,2025-12-08,0.41,41,MEDIUM,57,Final Handover,v1.2.0
RISK-0012916,LG-001020,2026-01-07,0.35,35,MEDIUM,89,Final Handover,v1.2.0
RISK-0012917,LG-001020,2026-02-06,0.31,31,MEDIUM,84,Final Handover,v1.2.0
RISK-0012918,LG-001021,2023-01-26,0.63,63,HIGH,152,Possession,v1.2.0
RISK-0012919,LG-001021,2023-02-25,0.61,61,HIGH,124,Possession,v1.2.0
RISK-0012920,LG-001021,2023-03-27,0.61,61,HIGH,195,Possession,v1.2.0
RISK-0012921,LG-001021,2023-04-26,0.66,66,HIGH,274,Possession,v1.2.0
RISK-0012922,LG-001021,2023-05-26,0.62,62,HIGH,226,Possession,v1.2.0
RISK-0012923,LG-001021,2023-06-25,0.66,66,HIGH,269,Possession,v1.2.0
RISK-0012924,LG-001021,2023-07-25,0.68,68,HIGH,266,Possession,v1.2.0
RISK-0012925,LG-001021,2023-08-24,0.69,69,HIGH,179,Possession,v1.2.0
RISK-0012926,LG-001021,2023-09-23,0.68,68,HIGH,190,Possession,v1.2.0
RISK-0012927,LG-001021,2023-10-23,0.69,69,HIGH,179,Possession,v1.2.0
RISK-0012928,LG-001021,2023-11-22,0.7,70,HIGH,194,Possession,v1.2.0
RISK-0012929,LG-001021,2023-12-22,0.72,72,HIGH,145,Possession,v1.2.0
RISK-0012930,LG-001022,2020-04-10,0.41,41,MEDIUM,108,R&R,v1.2.0
RISK-0012931,LG-001022,2020-05-10,0.34,34,MEDIUM,44,R&R,v1.2.0
RISK-0012932,LG-001022,2020-06-09,0.36,36,MEDIUM,108,R&R,v1.2.0
RISK-0012933,LG-001022,2020-07-09,0.33,33,MEDIUM,91,R&R,v1.2.0
RISK-0012934,LG-001022,2020-08-08,0.45,45,MEDIUM,52,R&R,v1.2.0
RISK-0012935,LG-001022,2020-09-07,0.36,36,MEDIUM,95,R&R,v1.2.0
RISK-0012936,LG-001022,2020-10-07,0.39,39,MEDIUM,96,R&R,v1.2.0
RISK-0012937,LG-001022,2020-11-06,0.38,38,MEDIUM,66,R&R,v1.2.0
RISK-0012938,LG-001022,2020-12-06,0.41,41,MEDIUM,55,R&R,v1.2.0
RISK-0012939,LG-001022,2021-01-05,0.33,33,MEDIUM,70,R&R,v1.2.0
RISK-0012940,LG-001022,2021-02-04,0.32,32,MEDIUM,45,R&R,v1.2.0
RISK-0012941,LG-001022,2021-03-06,0.42,42,MEDIUM,44,R&R,v1.2.0
RISK-0012942,LG-001022,2021-04-05,0.43,43,MEDIUM,82,R&R,v1.2.0
RISK-0012943,LG-001022,2021-05-05,0.37,37,MEDIUM,82,R&R,v1.2.0
RISK-0012944,LG-001022,2021-06-04,0.41,41,MEDIUM,74,R&R,v1.2.0
RISK-0012945,LG-001023,2018-12-14,0.82,82,CRITICAL,418,Land Identification,v1.2.0
RISK-0012946,LG-001023,2019-01-13,0.81,81,CRITICAL,524,Land Identification,v1.2.0
RISK-0012947,LG-001023,2019-02-12,0.81,81,CRITICAL,410,Land Identification,v1.2.0
RISK-0012948,LG-001023,2019-03-14,0.87,87,CRITICAL,491,Land Identification,v1.2.0
RISK-0012949,LG-001023,2019-04-13,0.86,86,CRITICAL,502,Land Identification,v1.2.0
RISK-0012950,LG-001023,2019-05-13,0.84,84,CRITICAL,399,Land Identification,v1.2.0
RISK-0012951,LG-001023,2019-06-12,0.87,87,CRITICAL,407,Land Identification,v1.2.0
RISK-0012952,LG-001023,2019-07-12,0.89,89,CRITICAL,557,Land Identification,v1.2.0
RISK-0012953,LG-001023,2019-08-11,0.9,90,CRITICAL,340,Land Identification,v1.2.0
RISK-0012954,LG-001023,2019-09-10,0.94,94,CRITICAL,318,Land Identification,v1.2.0
RISK-0012955,LG-001023,2019-10-10,0.94,94,CRITICAL,503,Land Identification,v1.2.0
RISK-0012956,LG-001023,2019-11-09,0.9,90,CRITICAL,251,Land Identification,v1.2.0
RISK-0012957,LG-001023,2019-12-09,0.93,93,CRITICAL,391,Land Identification,v1.2.0
RISK-0012958,LG-001023,2020-01-08,0.94,94,CRITICAL,298,Land Identification,v1.2.0
RISK-0012959,LG-001023,2020-02-07,0.93,93,CRITICAL,304,Land Identification,v1.2.0
RISK-0012960,LG-001023,2020-03-08,0.96,96,CRITICAL,431,Land Identification,v1.2.0
RISK-0012961,LG-001024,2023-12-15,0.41,41,MEDIUM,79,Final Handover,v1.2.0
RISK-0012962,LG-001024,2024-01-14,0.42,42,MEDIUM,89,Final Handover,v1.2.0
RISK-0012963,LG-001024,2024-02-13,0.4,40,MEDIUM,86,Final Handover,v1.2.0
RISK-0012964,LG-001024,2024-03-14,0.4,40,MEDIUM,110,Final Handover,v1.2.0
RISK-0012965,LG-001024,2024-04-13,0.41,41,MEDIUM,45,Final Handover,v1.2.0
RISK-0012966,LG-001024,2024-05-13,0.38,38,MEDIUM,73,Final Handover,v1.2.0
RISK-0012967,LG-001024,2024-06-12,0.41,41,MEDIUM,84,Final Handover,v1.2.0
RISK-0012968,LG-001024,2024-07-12,0.35,35,MEDIUM,60,Final Handover,v1.2.0
RISK-0012969,LG-001024,2024-08-11,0.35,35,MEDIUM,87,Final Handover,v1.2.0
RISK-0012970,LG-001024,2024-09-10,0.31,31,MEDIUM,57,Final Handover,v1.2.0
RISK-0012971,LG-001024,2024-10-10,0.41,41,MEDIUM,40,Final Handover,v1.2.0
RISK-0012972,LG-001024,2024-11-09,0.38,38,MEDIUM,43,Final Handover,v1.2.0
RISK-0012973,LG-001024,2024-12-09,0.37,37,MEDIUM,83,Final Handover,v1.2.0
RISK-0012974,LG-001024,2025-01-08,0.45,45,MEDIUM,90,Final Handover,v1.2.0
RISK-0012975,LG-001024,2025-02-07,0.31,31,MEDIUM,69,Final Handover,v1.2.0
RISK-0012976,LG-001025,2018-05-12,0.61,61,HIGH,154,Land Identification,v1.2.0
RISK-0012977,LG-001025,2018-06-11,0.62,62,HIGH,198,Land Identification,v1.2.0
RISK-0012978,LG-001025,2018-07-11,0.65,65,HIGH,270,Land Identification,v1.2.0
RISK-0012979,LG-001025,2018-08-10,0.64,64,HIGH,126,Land Identification,v1.2.0
RISK-0012980,LG-001025,2018-09-09,0.63,63,HIGH,126,Land Identification,v1.2.0
RISK-0012981,LG-001025,2018-10-09,0.62,62,HIGH,244,Land Identification,v1.2.0
RISK-0012982,LG-001025,2018-11-08,0.62,62,HIGH,135,Land Identification,v1.2.0
RISK-0012983,LG-001025,2018-12-08,0.68,68,HIGH,231,Land Identification,v1.2.0
RISK-0012984,LG-001025,2019-01-07,0.64,64,HIGH,138,Land Identification,v1.2.0
RISK-0012985,LG-001025,2019-02-06,0.69,69,HIGH,131,Land Identification,v1.2.0
RISK-0012986,LG-001025,2019-03-08,0.66,66,HIGH,251,Land Identification,v1.2.0
RISK-0012987,LG-001025,2019-04-07,0.67,67,HIGH,251,Land Identification,v1.2.0
RISK-0012988,LG-001025,2019-05-07,0.7,70,HIGH,268,Land Identification,v1.2.0
RISK-0012989,LG-001025,2019-06-06,0.7,70,HIGH,252,Land Identification,v1.2.0
RISK-0012990,LG-001025,2019-07-06,0.71,71,HIGH,195,Land Identification,v1.2.0
RISK-0012991,LG-001025,2019-08-05,0.76,76,HIGH,237,Land Identification,v1.2.0
RISK-0012992,LG-001025,2019-09-04,0.73,73,HIGH,236,Land Identification,v1.2.0
RISK-0012993,LG-001025,2019-10-04,0.72,72,HIGH,257,Land Identification,v1.2.0
RISK-0012994,LG-001025,2019-11-03,0.78,78,HIGH,233,Land Identification,v1.2.0
RISK-0012995,LG-001025,2019-12-03,0.79,79,HIGH,150,Land Identification,v1.2.0
RISK-0012996,LG-001026,2022-04-13,0.34,34,MEDIUM,105,Compensation,v1.2.0
RISK-0012997,LG-001026,2022-05-13,0.32,32,MEDIUM,92,Compensation,v1.2.0
RISK-0012998,LG-001026,2022-06-12,0.37,37,MEDIUM,86,Compensation,v1.2.0
RISK-0012999,LG-001026,2022-07-12,0.31,31,MEDIUM,54,Compensation,v1.2.0
RISK-0013000,LG-001026,2022-08-11,0.35,35,MEDIUM,106,Compensation,v1.2.0
RISK-0013001,LG-001026,2022-09-10,0.34,34,MEDIUM,95,Compensation,v1.2.0
RISK-0013002,LG-001026,2022-10-10,0.4,40,MEDIUM,47,Compensation,v1.2.0
RISK-0013003,LG-001026,2022-11-09,0.38,38,MEDIUM,108,Compensation,v1.2.0
RISK-0013004,LG-001026,2022-12-09,0.38,38,MEDIUM,74,Compensation,v1.2.0
RISK-0013005,LG-001026,2023-01-08,0.44,44,MEDIUM,62,Compensation,v1.2.0
RISK-0013006,LG-001026,2023-02-07,0.33,33,MEDIUM,48,Compensation,v1.2.0
RISK-0013007,LG-001026,2023-03-09,0.35,35,MEDIUM,52,Compensation,v1.2.0
RISK-0013008,LG-001027,2018-11-28,0.2,20,LOW,9,Compensation,v1.2.0
RISK-0013009,LG-001027,2018-12-28,0.13,13,LOW,3,Compensation,v1.2.0
RISK-0013010,LG-001027,2019-01-27,0.17,17,LOW,21,Compensation,v1.2.0
RISK-0013011,LG-001027,2019-02-26,0.17,17,LOW,9,Compensation,v1.2.0
RISK-0013012,LG-001027,2019-03-28,0.15,15,LOW,28,Compensation,v1.2.0
RISK-0013013,LG-001027,2019-04-27,0.07,7,LOW,2,Compensation,v1.2.0
RISK-0013014,LG-001027,2019-05-27,0.07,7,LOW,9,Compensation,v1.2.0
RISK-0013015,LG-001027,2019-06-26,0.17,17,LOW,29,Compensation,v1.2.0
RISK-0013016,LG-001027,2019-07-26,0.16,16,LOW,13,Compensation,v1.2.0
RISK-0013017,LG-001027,2019-08-25,0.07,7,LOW,2,Compensation,v1.2.0
RISK-0013018,LG-001027,2019-09-24,0.09,9,LOW,1,Compensation,v1.2.0
RISK-0013019,LG-001028,2020-04-17,0.85,85,CRITICAL,429,Legal Resolution,v1.2.0
RISK-0013020,LG-001028,2020-05-17,0.84,84,CRITICAL,524,Legal Resolution,v1.2.0
RISK-0013021,LG-001028,2020-06-16,0.82,82,CRITICAL,471,Legal Resolution,v1.2.0
RISK-0013022,LG-001028,2020-07-16,0.88,88,CRITICAL,315,Legal Resolution,v1.2.0
RISK-0013023,LG-001028,2020-08-15,0.84,84,CRITICAL,371,Legal Resolution,v1.2.0
RISK-0013024,LG-001028,2020-09-14,0.9,90,CRITICAL,356,Legal Resolution,v1.2.0
RISK-0013025,LG-001028,2020-10-14,0.87,87,CRITICAL,252,Legal Resolution,v1.2.0
RISK-0013026,LG-001028,2020-11-13,0.87,87,CRITICAL,297,Legal Resolution,v1.2.0
RISK-0013027,LG-001028,2020-12-13,0.9,90,CRITICAL,432,Legal Resolution,v1.2.0
RISK-0013028,LG-001028,2021-01-12,0.91,91,CRITICAL,505,Legal Resolution,v1.2.0
RISK-0013029,LG-001028,2021-02-11,0.91,91,CRITICAL,521,Legal Resolution,v1.2.0
RISK-0013030,LG-001028,2021-03-13,0.95,95,CRITICAL,334,Legal Resolution,v1.2.0
RISK-0013031,LG-001028,2021-04-12,0.95,95,CRITICAL,341,Legal Resolution,v1.2.0
RISK-0013032,LG-001029,2020-11-23,0.43,43,MEDIUM,58,Approval,v1.2.0
RISK-0013033,LG-001029,2020-12-23,0.31,31,MEDIUM,96,Approval,v1.2.0
RISK-0013034,LG-001029,2021-01-22,0.32,32,MEDIUM,46,Approval,v1.2.0
RISK-0013035,LG-001029,2021-02-21,0.37,37,MEDIUM,84,Approval,v1.2.0
RISK-0013036,LG-001029,2021-03-23,0.37,37,MEDIUM,56,Approval,v1.2.0
RISK-0013037,LG-001029,2021-04-22,0.37,37,MEDIUM,67,Approval,v1.2.0
RISK-0013038,LG-001029,2021-05-22,0.37,37,MEDIUM,73,Approval,v1.2.0
RISK-0013039,LG-001029,2021-06-21,0.44,44,MEDIUM,97,Approval,v1.2.0
RISK-0013040,LG-001029,2021-07-21,0.33,33,MEDIUM,91,Approval,v1.2.0
RISK-0013041,LG-001029,2021-08-20,0.35,35,MEDIUM,56,Approval,v1.2.0
RISK-0013042,LG-001029,2021-09-19,0.33,33,MEDIUM,47,Approval,v1.2.0
RISK-0013043,LG-001029,2021-10-19,0.39,39,MEDIUM,63,Approval,v1.2.0
RISK-0013044,LG-001029,2021-11-18,0.36,36,MEDIUM,100,Approval,v1.2.0
RISK-0013045,LG-001029,2021-12-18,0.45,45,MEDIUM,95,Approval,v1.2.0
RISK-0013046,LG-001029,2022-01-17,0.32,32,MEDIUM,84,Approval,v1.2.0
RISK-0013047,LG-001029,2022-02-16,0.43,43,MEDIUM,76,Approval,v1.2.0
RISK-0013048,LG-001029,2022-03-18,0.36,36,MEDIUM,65,Approval,v1.2.0
RISK-0013049,LG-001029,2022-04-17,0.45,45,MEDIUM,63,Approval,v1.2.0
RISK-0013050,LG-001029,2022-05-17,0.41,41,MEDIUM,95,Approval,v1.2.0
RISK-0013051,LG-001030,2020-05-04,0.37,37,MEDIUM,56,Compensation,v1.2.0
RISK-0013052,LG-001030,2020-06-03,0.42,42,MEDIUM,92,Compensation,v1.2.0
RISK-0013053,LG-001030,2020-07-03,0.43,43,MEDIUM,77,Compensation,v1.2.0
RISK-0013054,LG-001030,2020-08-02,0.34,34,MEDIUM,110,Compensation,v1.2.0
RISK-0013055,LG-001030,2020-09-01,0.31,31,MEDIUM,46,Compensation,v1.2.0
RISK-0013056,LG-001030,2020-10-01,0.36,36,MEDIUM,104,Compensation,v1.2.0
RISK-0013057,LG-001030,2020-10-31,0.37,37,MEDIUM,79,Compensation,v1.2.0
RISK-0013058,LG-001031,2022-01-21,0.34,34,MEDIUM,85,Legal Resolution,v1.2.0
RISK-0013059,LG-001031,2022-02-20,0.4,40,MEDIUM,76,Legal Resolution,v1.2.0
RISK-0013060,LG-001031,2022-03-22,0.4,40,MEDIUM,97,Legal Resolution,v1.2.0
RISK-0013061,LG-001031,2022-04-21,0.42,42,MEDIUM,72,Legal Resolution,v1.2.0
RISK-0013062,LG-001031,2022-05-21,0.39,39,MEDIUM,53,Legal Resolution,v1.2.0
RISK-0013063,LG-001031,2022-06-20,0.36,36,MEDIUM,81,Legal Resolution,v1.2.0
RISK-0013064,LG-001031,2022-07-20,0.33,33,MEDIUM,43,Legal Resolution,v1.2.0
RISK-0013065,LG-001032,2020-08-28,0.37,37,MEDIUM,101,Survey,v1.2.0
RISK-0013066,LG-001032,2020-09-27,0.4,40,MEDIUM,86,Survey,v1.2.0
RISK-0013067,LG-001032,2020-10-27,0.31,31,MEDIUM,77,Survey,v1.2.0
RISK-0013068,LG-001032,2020-11-26,0.31,31,MEDIUM,106,Survey,v1.2.0
RISK-0013069,LG-001032,2020-12-26,0.34,34,MEDIUM,47,Survey,v1.2.0
RISK-0013070,LG-001032,2021-01-25,0.33,33,MEDIUM,101,Survey,v1.2.0
RISK-0013071,LG-001033,2020-05-27,0.37,37,MEDIUM,63,R&R,v1.2.0
RISK-0013072,LG-001033,2020-06-26,0.31,31,MEDIUM,57,R&R,v1.2.0
RISK-0013073,LG-001033,2020-07-26,0.34,34,MEDIUM,82,R&R,v1.2.0
RISK-0013074,LG-001033,2020-08-25,0.4,40,MEDIUM,57,R&R,v1.2.0
RISK-0013075,LG-001033,2020-09-24,0.33,33,MEDIUM,83,R&R,v1.2.0
RISK-0013076,LG-001034,2022-11-25,0.31,31,MEDIUM,72,Documentation,v1.2.0
RISK-0013077,LG-001034,2022-12-25,0.43,43,MEDIUM,103,Documentation,v1.2.0
RISK-0013078,LG-001034,2023-01-24,0.34,34,MEDIUM,95,Documentation,v1.2.0
