approval_id,project_id,approval_type,submission_date,approval_date,approval_status,responsible_authority,delay_days
APP-0006131,LG-001141,Land Acquisition Approval,2021-01-09,,In Review,District Collectorate,36
APP-0006132,LG-001141,Financial Approval,2021-02-27,2021-04-07,Approved,District Collectorate,9
APP-0006133,LG-001141,Government Notification,2021-02-15,,Conditionally Approved,MoEFCC,54
APP-0006134,LG-001141,Administrative Approval,2020-12-14,2021-04-06,Approved,Finance Ministry,0
APP-0006135,LG-001141,Environmental Clearance,2021-01-02,,Conditionally Approved,Finance Ministry,142
APP-0006136,LG-001142,Administrative Approval,2020-11-25,,Conditionally Approved,District Collectorate,134
APP-0006137,LG-001142,Environmental Clearance,2020-09-24,2021-01-19,Approved,State Cabinet,6
APP-0006138,LG-001142,Land Acquisition Approval,2020-09-26,2020-11-15,Approved,MoEFCC,3
APP-0006139,LG-001142,Financial Approval,2020-11-08,,Conditionally Approved,Finance Ministry,89
APP-0006140,LG-001143,Administrative Approval,2019-06-14,2019-08-22,Approved,MoEFCC,2
APP-0006141,LG-001143,Environmental Clearance,2019-06-13,2019-09-20,Approved,Finance Ministry,0
APP-0006142,LG-001143,Land Acquisition Approval,2019-04-18,2019-07-21,Approved,State Cabinet,10
APP-0006143,LG-001143,Financial Approval,2019-05-17,2019-07-06,Approved,State Cabinet,15
APP-0006144,LG-001143,Government Notification,2019-03-23,2019-05-21,Approved,District Collectorate,1
APP-0006145,LG-001143,Administrative Approval,2019-04-18,2019-06-29,Approved,Finance Ministry,5
APP-0006146,LG-001143,Environmental Clearance,2019-04-19,,Conditionally Approved,Finance Ministry,69
APP-0006147,LG-001143,Land Acquisition Approval,2019-06-02,2019-09-03,Approved,MoEFCC,4
APP-0006148,LG-001144,Administrative Approval,2022-10-28,2022-12-17,Approved,State Cabinet,1
APP-0006149,LG-001144,Environmental Clearance,2022-11-07,2023-01-08,Approved,Finance Ministry,5
APP-0006150,LG-001144,Land Acquisition Approval,2022-12-03,2023-03-21,Approved,MoEFCC,7
APP-0006151,LG-001144,Financial Approval,2022-09-19,2022-11-08,Approved,State Cabinet,2
APP-0006152,LG-001145,Administrative Approval,2019-06-09,2019-09-04,Approved,State Cabinet,9
APP-0006153,LG-001145,Environmental Clearance,2019-07-04,2019-10-10,Approved,Finance Ministry,7
APP-0006154,LG-001145,Land Acquisition Approval,2019-08-06,2019-10-05,Approved,District Collectorate,13
APP-0006155,LG-001146,Administrative Approval,2025-01-09,,Submitted,District Collectorate,46
APP-0006156,LG-001146,Environmental Clearance,2025-01-15,2025-05-07,Approved,Finance Ministry,4
APP-0006157,LG-001146,Land Acquisition Approval,2025-01-11,2025-03-19,Approved,Finance Ministry,6
APP-0006158,LG-001146,Financial Approval,2025-03-15,,Conditionally Approved,State Cabinet,104
APP-0006159,LG-001146,Government Notification,2024-12-25,,In Review,State Cabinet,84
APP-0006160,LG-001146,Administrative Approval,2024-12-26,2025-04-24,Approved,State Cabinet,13
APP-0006161,LG-001147,Administrative Approval,2019-06-13,2019-08-17,Approved,MoEFCC,12
APP-0006162,LG-001147,Environmental Clearance,2019-06-08,2019-07-25,Approved,MoEFCC,7
APP-0006163,LG-001147,Land Acquisition Approval,2019-07-03,2019-09-03,Approved,State Cabinet,6
APP-0006164,LG-001147,Financial Approval,2019-07-07,2019-09-04,Approved,State Cabinet,1
APP-0006165,LG-001147,Government Notification,2019-05-08,2019-08-01,Approved,MoEFCC,9
APP-0006166,LG-001147,Administrative Approval,2019-05-27,2019-09-12,Approved,MoEFCC,14
APP-0006167,LG-001147,Environmental Clearance,2019-05-24,2019-08-01,Approved,Finance Ministry,3
APP-0006168,LG-001147,Land Acquisition Approval,2019-04-19,,Submitted,District Collectorate,127
APP-0006169,LG-001148,Administrative Approval,2023-09-19,2023-11-01,Approved,District Collectorate,9
APP-0006170,LG-001148,Environmental Clearance,2023-09-01,,Conditionally Approved,MoEFCC,145
APP-0006171,LG-001148,Land Acquisition Approval,2023-07-31,,Conditionally Approved,State Cabinet,55
APP-0006172,LG-001148,Financial Approval,2023-07-18,,Submitted,District Collectorate,40
APP-0006173,LG-001148,Government Notification,2023-07-02,2023-09-28,Approved,Finance Ministry,13
APP-0006174,LG-001148,Administrative Approval,2023-09-09,,Submitted,District Collectorate,64
APP-0006175,LG-001148,Environmental Clearance,2023-07-20,2023-10-02,Approved,State Cabinet,14
APP-0006176,LG-001148,Land Acquisition Approval,2023-09-22,2023-12-13,Approved,District Collectorate,0
APP-0006177,LG-001149,Administrative Approval,2022-03-01,,In Review,State Cabinet,94
APP-0006178,LG-001149,Environmental Clearance,2022-04-09,2022-06-05,Approved,Finance Ministry,8
APP-0006179,LG-001149,Land Acquisition Approval,2022-02-16,2022-04-28,Approved,State Cabinet,13
APP-0006180,LG-001149,Financial Approval,2022-02-16,2022-04-16,Approved,MoEFCC,0
APP-0006181,LG-001149,Government Notification,2022-01-28,,In Review,State Cabinet,60
APP-0006182,LG-001149,Administrative Approval,2022-03-14,2022-06-27,Approved,State Cabinet,11
APP-0006183,LG-001150,Administrative Approval,2021-01-09,,In Review,Finance Ministry,99
APP-0006184,LG-001150,Environmental Clearance,2020-10-29,2021-02-19,Approved,Finance Ministry,11
APP-0006185,LG-001150,Land Acquisition Approval,2020-10-27,,In Review,District Collectorate,119
APP-0006186,LG-001150,Financial Approval,2020-12-19,,Conditionally Approved,State Cabinet,129
APP-0006187,LG-001150,Government Notification,2020-12-11,2021-01-26,Approved,MoEFCC,15
APP-0006188,LG-001151,Administrative Approval,2019-11-17,2020-01-19,Approved,District Collectorate,14
APP-0006189,LG-001151,Environmental Clearance,2019-10-27,2019-12-21,Approved,State Cabinet,13
APP-0006190,LG-001151,Land Acquisition Approval,2019-10-13,2019-12-28,Approved,District Collectorate,15
APP-0006191,LG-001151,Financial Approval,2019-09-03,,In Review,District Collectorate,144
APP-0006192,LG-001151,Government Notification,2019-11-17,2020-01-05,Approved,Finance Ministry,0
APP-0006193,LG-001151,Administrative Approval,2019-10-07,,Submitted,State Cabinet,37
APP-0006194,LG-001151,Environmental Clearance,2019-10-23,2019-12-04,Approved,State Cabinet,3
APP-0006195,LG-001152,Administrative Approval,2022-08-22,,Submitted,State Cabinet,83
APP-0006196,LG-001152,Environmental Clearance,2022-09-17,2022-10-27,Approved,MoEFCC,14
APP-0006197,LG-001152,Land Acquisition Approval,2022-07-26,2022-11-15,Approved,MoEFCC,6
APP-0006198,LG-001152,Financial Approval,2022-09-27,,Submitted,State Cabinet,32
APP-0006199,LG-001152,Government Notification,2022-08-16,2022-09-15,Approved,Finance Ministry,14
APP-0006200,LG-001152,Administrative Approval,2022-09-29,,Conditionally Approved,MoEFCC,78
APP-0006201,LG-001153,Administrative Approval,2023-09-09,2023-11-22,Approved,State Cabinet,4
APP-0006202,LG-001153,Environmental Clearance,2023-07-29,2023-10-16,Approved,Finance Ministry,7
APP-0006203,LG-001153,Land Acquisition Approval,2023-08-19,,Conditionally Approved,MoEFCC,101
APP-0006204,LG-001154,Administrative Approval,2024-06-21,2024-08-07,Approved,Finance Ministry,8
APP-0006205,LG-001154,Environmental Clearance,2024-07-13,,Conditionally Approved,District Collectorate,82
APP-0006206,LG-001154,Land Acquisition Approval,2024-08-17,,Submitted,Finance Ministry,68
APP-0006207,LG-001154,Financial Approval,2024-08-21,,Conditionally Approved,District Collectorate,38
APP-0006208,LG-001154,Government Notification,2024-07-27,2024-09-06,Approved,State Cabinet,0
APP-0006209,LG-001155,Administrative Approval,2024-01-08,2024-04-27,Approved,State Cabinet,14
APP-0006210,LG-001155,Environmental Clearance,2024-03-11,2024-04-17,Approved,MoEFCC,12
APP-0006211,LG-001155,Land Acquisition Approval,2024-03-15,,Conditionally Approved,MoEFCC,89
APP-0006212,LG-001156,Administrative Approval,2020-01-28,2020-04-05,Approved,Finance Ministry,9
APP-0006213,LG-001156,Environmental Clearance,2020-03-16,,Submitted,District Collectorate,111
APP-0006214,LG-001156,Land Acquisition Approval,2020-03-09,2020-04-08,Approved,Finance Ministry,3
APP-0006215,LG-001156,Financial Approval,2020-02-08,2020-05-21,Approved,Finance Ministry,6
APP-0006216,LG-001156,Government Notification,2020-02-22,,Conditionally Approved,Finance Ministry,55
APP-0006217,LG-001156,Administrative Approval,2020-01-26,2020-03-30,Approved,State Cabinet,2
APP-0006218,LG-001156,Environmental Clearance,2020-02-08,2020-04-11,Approved,MoEFCC,14
APP-0006219,LG-001157,Administrative Approval,2025-03-02,2025-06-08,Approved,District Collectorate,9
APP-0006220,LG-001157,Environmental Clearance,2024-12-15,2025-04-09,Approved,MoEFCC,2
APP-0006221,LG-001157,Land Acquisition Approval,2025-01-19,2025-02-18,Approved,State Cabinet,1
APP-0006222,LG-001158,Administrative Approval,2019-12-19,2020-04-10,Approved,District Collectorate,5
APP-0006223,LG-001158,Environmental Clearance,2019-12-01,2020-03-28,Approved,State Cabinet,11
APP-0006224,LG-001158,Land Acquisition Approval,2019-11-25,2020-03-20,Approved,MoEFCC,0
APP-0006225,LG-001158,Financial Approval,2019-12-06,,Conditionally Approved,Finance Ministry,100
APP-0006226,LG-001158,Government Notification,2019-12-09,2020-01-20,Approved,District Collectorate,2
APP-0006227,LG-001158,Administrative Approval,2019-11-14,2020-02-10,Approved,Finance Ministry,4
APP-0006228,LG-001158,Environmental Clearance,2019-10-20,2020-02-14,Approved,MoEFCC,0
APP-0006229,LG-001158,Land Acquisition Approval,2019-10-28,2020-01-06,Approved,State Cabinet,11
APP-0006230,LG-001159,Administrative Approval,2022-06-25,,In Review,State Cabinet,61
APP-0006231,LG-001159,Environmental Clearance,2022-05-07,2022-07-01,Approved,MoEFCC,14
APP-0006232,LG-001159,Land Acquisition Approval,2022-06-29,2022-09-20,Approved,Finance Ministry,9
APP-0006233,LG-001159,Financial Approval,2022-05-25,2022-09-17,Approved,District Collectorate,8
APP-0006234,LG-001159,Government Notification,2022-06-01,,In Review,Finance Ministry,133
APP-0006235,LG-001160,Administrative Approval,2022-04-20,2022-08-01,Approved,MoEFCC,7
APP-0006236,LG-001160,Environmental Clearance,2022-04-01,,Conditionally Approved,Finance Ministry,48
APP-0006237,LG-001160,Land Acquisition Approval,2022-04-26,2022-06-25,Approved,State Cabinet,8
APP-0006238,LG-001160,Financial Approval,2022-04-27,2022-05-30,Approved,State Cabinet,14
APP-0006239,LG-001160,Government Notification,2022-03-23,2022-05-15,Approved,State Cabinet,12
APP-0006240,LG-001160,Administrative Approval,2022-04-09,,In Review,Finance Ministry,82
APP-0006241,LG-001160,Environmental Clearance,2022-04-26,,Submitted,State Cabinet,150
APP-0006242,LG-001160,Land Acquisition Approval,2022-03-23,2022-06-08,Approved,State Cabinet,7
APP-0006243,LG-001161,Administrative Approval,2019-08-05,,Submitted,State Cabinet,55
APP-0006244,LG-001161,Environmental Clearance,2019-07-30,,Submitted,MoEFCC,97
APP-0006245,LG-001161,Land Acquisition Approval,2019-09-23,,In Review,Finance Ministry,145
APP-0006246,LG-001161,Financial Approval,2019-08-19,,In Review,State Cabinet,52
APP-0006247,LG-001161,Government Notification,2019-08-23,,In Review,State Cabinet,35
APP-0006248,LG-001161,Administrative Approval,2019-09-10,,In Review,MoEFCC,94
APP-0006249,LG-001161,Environmental Clearance,2019-08-03,,Conditionally Approved,MoEFCC,104
APP-0006250,LG-001162,Administrative Approval,2020-11-14,2020-12-28,Approved,Finance Ministry,5
APP-0006251,LG-001162,Environmental Clearance,2020-11-09,2021-03-02,Approved,MoEFCC,9
APP-0006252,LG-001162,Land Acquisition Approval,2020-09-27,2021-01-06,Approved,District Collectorate,11
APP-0006253,LG-001163,Administrative Approval,2023-02-15,2023-04-12,Approved,Finance Ministry,7
APP-0006254,LG-001163,Environmental Clearance,2023-01-29,,Submitted,District Collectorate,120
APP-0006255,LG-001163,Land Acquisition Approval,2023-02-07,2023-04-17,Approved,State Cabinet,15
APP-0006256,LG-001163,Financial Approval,2022-12-22,2023-02-23,Approved,District Collectorate,10
APP-0006257,LG-001163,Government Notification,2022-12-08,,In Review,State Cabinet,119
APP-0006258,LG-001163,Administrative Approval,2022-12-28,2023-02-10,Approved,State Cabinet,14
APP-0006259,LG-001163,Environmental Clearance,2023-02-05,,Submitted,District Collectorate,111
APP-0006260,LG-001163,Land Acquisition Approval,2023-02-18,,Submitted,State Cabinet,83
APP-0006261,LG-001164,Administrative Approval,2020-01-28,2020-05-13,Approved,District Collectorate,13
APP-0006262,LG-001164,Environmental Clearance,2020-02-07,2020-04-01,Approved,MoEFCC,0
APP-0006263,LG-001164,Land Acquisition Approval,2020-02-25,2020-05-22,Approved,District Collectorate,13
APP-0006264,LG-001164,Financial Approval,2020-01-09,2020-03-09,Approved,MoEFCC,14
APP-0006265,LG-001164,Government Notification,2019-12-29,2020-02-25,Approved,MoEFCC,12
APP-0006266,LG-001165,Administrative Approval,2024-01-31,2024-05-04,Approved,Finance Ministry,4
APP-0006267,LG-001165,Environmental Clearance,2024-03-22,2024-07-01,Approved,Finance Ministry,0
APP-0006268,LG-001165,Land Acquisition Approval,2024-04-06,2024-05-18,Approved,MoEFCC,1
APP-0006269,LG-001165,Financial Approval,2024-02-27,2024-05-26,Approved,Finance Ministry,2
APP-0006270,LG-001165,Government Notification,2024-02-11,2024-05-28,Approved,District Collectorate,7
APP-0006271,LG-001165,Administrative Approval,2024-02-23,2024-03-30,Approved,State Cabinet,14
APP-0006272,LG-001165,Environmental Clearance,2024-03-26,2024-07-02,Approved,State Cabinet,2
APP-0006273,LG-001166,Administrative Approval,2020-04-08,,Conditionally Approved,District Collectorate,85
APP-0006274,LG-001166,Environmental Clearance,2020-04-12,,In Review,District Collectorate,131
APP-0006275,LG-001166,Land Acquisition Approval,2020-02-27,2020-04-25,Approved,District Collectorate,5
APP-0006276,LG-001166,Financial Approval,2020-04-30,,Conditionally Approved,Finance Ministry,68
APP-0006277,LG-001166,Government Notification,2020-04-23,,In Review,District Collectorate,44
APP-0006278,LG-001166,Administrative Approval,2020-04-03,,Conditionally Approved,State Cabinet,74
APP-0006279,LG-001166,Environmental Clearance,2020-03-12,2020-06-11,Approved,District Collectorate,5
APP-0006280,LG-001167,Administrative Approval,2023-04-14,2023-06-12,Approved,Finance Ministry,1
APP-0006281,LG-001167,Environmental Clearance,2023-03-25,,Submitted,District Collectorate,119
APP-0006282,LG-001167,Land Acquisition Approval,2023-05-10,,Conditionally Approved,District Collectorate,145
APP-0006283,LG-001167,Financial Approval,2023-03-13,2023-05-14,Approved,MoEFCC,14
APP-0006284,LG-001167,Government Notification,2023-06-05,,Conditionally Approved,MoEFCC,67
APP-0006285,LG-001168,Administrative Approval,2024-11-27,,Conditionally Approved,State Cabinet,76
APP-0006286,LG-001168,Environmental Clearance,2025-01-05,2025-04-20,Approved,Finance Ministry,5
APP-0006287,LG-001168,Land Acquisition Approval,2024-11-22,2025-03-02,Approved,District Collectorate,11
APP-0006288,LG-001168,Financial Approval,2024-11-14,2024-12-17,Approved,State Cabinet,14
APP-0006289,LG-001168,Government Notification,2024-12-19,2025-03-17,Approved,MoEFCC,12
APP-0006290,LG-001169,Administrative Approval,2022-05-21,,Conditionally Approved,State Cabinet,128
APP-0006291,LG-001169,Environmental Clearance,2022-06-30,2022-09-19,Approved,State Cabinet,11
APP-0006292,LG-001169,Land Acquisition Approval,2022-05-22,2022-07-28,Approved,State Cabinet,5
APP-0006293,LG-001169,Financial Approval,2022-06-17,2022-07-27,Approved,District Collectorate,7
APP-0006294,LG-001169,Government Notification,2022-06-08,2022-08-14,Approved,District Collectorate,8
APP-0006295,LG-001169,Administrative Approval,2022-06-18,,Conditionally Approved,District Collectorate,72
APP-0006296,LG-001169,Environmental Clearance,2022-08-14,2022-11-05,Approved,District Collectorate,15
APP-0006297,LG-001170,Administrative Approval,2020-07-28,2020-10-21,Approved,MoEFCC,12
APP-0006298,LG-001170,Environmental Clearance,2020-07-23,2020-10-03,Approved,State Cabinet,10
APP-0006299,LG-001170,Land Acquisition Approval,2020-07-29,2020-10-10,Approved,State Cabinet,14
APP-0006300,LG-001170,Financial Approval,2020-07-25,2020-09-12,Approved,MoEFCC,3
APP-0006301,LG-001170,Government Notification,2020-08-05,2020-11-29,Approved,State Cabinet,11
APP-0006302,LG-001171,Administrative Approval,2025-01-05,2025-04-07,Approved,MoEFCC,9
APP-0006303,LG-001171,Environmental Clearance,2025-01-08,2025-03-01,Approved,Finance Ministry,0
APP-0006304,LG-001171,Land Acquisition Approval,2025-02-05,,In Review,State Cabinet,38
APP-0006305,LG-001171,Financial Approval,2025-02-05,2025-04-02,Approved,State Cabinet,14
APP-0006306,LG-001171,Government Notification,2024-11-20,,Conditionally Approved,MoEFCC,48
APP-0006307,LG-001172,Administrative Approval,2019-02-13,2019-05-20,Approved,Finance Ministry,14
APP-0006308,LG-001172,Environmental Clearance,2018-12-01,2019-02-02,Approved,Finance Ministry,15
APP-0006309,LG-001172,Land Acquisition Approval,2019-02-23,2019-06-08,Approved,State Cabinet,9
APP-0006310,LG-001172,Financial Approval,2019-02-13,2019-04-29,Approved,Finance Ministry,7
APP-0006311,LG-001172,Government Notification,2018-12-22,2019-03-12,Approved,State Cabinet,4
APP-0006312,LG-001173,Administrative Approval,2021-10-22,2022-02-18,Approved,State Cabinet,5
APP-0006313,LG-001173,Environmental Clearance,2021-10-19,2021-12-02,Approved,State Cabinet,4
APP-0006314,LG-001173,Land Acquisition Approval,2021-08-19,2021-12-02,Approved,District Collectorate,10
APP-0006315,LG-001174,Administrative Approval,2023-03-13,2023-07-06,Approved,Finance Ministry,0
APP-0006316,LG-001174,Environmental Clearance,2023-01-27,2023-03-26,Approved,Finance Ministry,2
