timeline_id,project_id,stage_name,planned_start_date,planned_end_date,actual_start_date,actual_end_date,stage_status,responsible_department,planned_duration_days,actual_duration_days,stage_delay_days
TL-0012343,LG-001123,Land Identification,2018-03-01,2018-06-05,2018-03-01,2018-06-18,Completed,Legal Affairs,96,109,13
TL-0012344,LG-001123,Survey,2018-06-10,2018-07-25,2018-06-10,2018-08-05,Completed,Irrigation Department,45,56,11
TL-0012345,LG-001123,Documentation,2018-07-30,2018-10-21,2018-07-30,,In Progress,R&R Authority,83,0,4
TL-0012346,LG-001123,Approval,2018-10-26,2019-01-06,,,Not Started,Environmental Cell,72,0,0
TL-0012347,LG-001123,Notification,2019-01-11,2019-03-31,,,Not Started,Revenue Department,79,0,0
TL-0012348,LG-001123,Objection/Hearing,2019-04-05,2019-05-08,,,Not Started,Public Works Dept,33,0,0
TL-0012349,LG-001123,Compensation,2019-05-13,2019-06-20,,,Not Started,R&R Authority,38,0,0
TL-0012350,LG-001123,Legal Resolution,2019-06-25,2019-10-13,,,Not Started,Environmental Cell,110,0,0
TL-0012351,LG-001123,R&R,2019-10-18,2020-01-29,,,Not Started,Land Records Cell,103,0,0
TL-0012352,LG-001123,Possession,2020-02-03,2020-05-29,,,Not Started,Environmental Cell,116,0,0
TL-0012353,LG-001123,Final Handover,2020-06-03,2020-08-13,,,Not Started,Irrigation Department,71,0,0
TL-0012354,LG-001124,Land Identification,2023-03-15,2023-04-15,2023-03-15,2023-05-26,Completed,Revenue Department,31,72,41
TL-0012355,LG-001124,Survey,2023-04-20,2023-06-14,2023-04-20,2023-07-24,Completed,Environmental Cell,55,95,40
TL-0012356,LG-001124,Documentation,2023-06-19,2023-10-04,2023-06-19,2023-12-15,Completed,Finance Department,107,179,72
TL-0012357,LG-001124,Approval,2023-10-09,2024-01-11,2023-10-09,2024-03-14,Completed,Legal Affairs,94,157,63
TL-0012358,LG-001124,Notification,2024-01-16,2024-04-02,2024-01-16,2024-06-25,Completed,Public Works Dept,77,161,84
TL-0012359,LG-001124,Objection/Hearing,2024-04-07,2024-07-15,2024-04-07,,In Progress,Revenue Department,99,0,78
TL-0012360,LG-001124,Compensation,2024-07-20,2024-11-03,,,Not Started,Public Works Dept,106,0,0
TL-0012361,LG-001124,Legal Resolution,2024-11-08,2024-12-22,,,Not Started,Land Records Cell,44,0,0
TL-0012362,LG-001124,R&R,2024-12-27,2025-02-10,,,Not Started,Revenue Department,45,0,0
TL-0012363,LG-001124,Possession,2025-02-15,2025-04-08,,,Not Started,Irrigation Department,52,0,0
TL-0012364,LG-001124,Final Handover,2025-04-13,2025-07-07,,,Not Started,Environmental Cell,85,0,0
TL-0012365,LG-001125,Land Identification,2018-07-04,2018-08-31,2018-07-04,2018-09-03,Completed,Land Records Cell,58,61,3
TL-0012366,LG-001125,Survey,2018-09-05,2018-12-10,2018-09-05,2018-12-22,Completed,Irrigation Department,96,108,12
TL-0012367,LG-001125,Documentation,2018-12-15,2019-02-03,2018-12-15,2019-02-11,Completed,Legal Affairs,50,58,8
TL-0012368,LG-001125,Approval,2019-02-08,2019-06-08,2019-02-08,2019-06-10,Completed,Land Records Cell,120,122,2
TL-0012369,LG-001125,Notification,2019-06-13,2019-08-27,2019-06-13,2019-09-08,Completed,R&R Authority,75,87,12
TL-0012370,LG-001125,Objection/Hearing,2019-09-01,2019-12-03,2019-09-01,,In Progress,Public Works Dept,93,0,6
TL-0012371,LG-001125,Compensation,2019-12-08,2020-01-26,,,Not Started,Land Records Cell,49,0,0
TL-0012372,LG-001125,Legal Resolution,2020-01-31,2020-05-03,,,Not Started,Irrigation Department,93,0,0
TL-0012373,LG-001125,R&R,2020-05-08,2020-08-25,,,Not Started,Land Records Cell,109,0,0
TL-0012374,LG-001125,Possession,2020-08-30,2020-10-04,,,Not Started,Irrigation Department,35,0,0
TL-0012375,LG-001125,Final Handover,2020-10-09,2020-11-18,,,Not Started,R&R Authority,40,0,0
TL-0012376,LG-001126,Land Identification,2019-04-21,2019-05-23,2019-04-21,2019-05-31,Completed,R&R Authority,32,40,8
TL-0012377,LG-001126,Survey,2019-05-28,2019-09-11,2019-05-28,2019-09-13,Completed,Finance Department,106,108,2
TL-0012378,LG-001126,Documentation,2019-09-16,2019-11-18,2019-09-16,2019-11-18,Completed,Legal Affairs,63,63,0
TL-0012379,LG-001126,Approval,2019-11-23,2020-01-15,2019-11-23,2020-01-28,Completed,Public Works Dept,53,66,13
TL-0012380,LG-001126,Notification,2020-01-20,2020-03-11,2020-01-20,2020-03-21,Completed,Revenue Department,51,61,10
TL-0012381,LG-001126,Objection/Hearing,2020-03-16,2020-05-08,2020-03-16,2020-05-22,Completed,Public Works Dept,53,67,14
TL-0012382,LG-001126,Compensation,2020-05-13,2020-07-01,2020-05-13,2020-07-03,Completed,Finance Department,49,51,2
TL-0012383,LG-001126,Legal Resolution,2020-07-06,2020-08-27,2020-07-06,,In Progress,Legal Affairs,52,0,6
TL-0012384,LG-001126,R&R,2020-09-01,2020-11-28,,,Not Started,Land Records Cell,88,0,0
TL-0012385,LG-001126,Possession,2020-12-03,2021-03-18,,,Not Started,Revenue Department,105,0,0
TL-0012386,LG-001126,Final Handover,2021-03-23,2021-06-16,,,Not Started,Legal Affairs,85,0,0
TL-0012387,LG-001127,Land Identification,2023-07-04,2023-09-06,2023-07-04,2023-09-13,Completed,Legal Affairs,64,71,7
TL-0012388,LG-001127,Survey,2023-09-11,2023-11-01,2023-09-11,2023-11-11,Completed,Irrigation Department,51,61,10
TL-0012389,LG-001127,Documentation,2023-11-06,2024-02-09,2023-11-06,2024-02-23,Completed,Land Records Cell,95,109,14
TL-0012390,LG-001127,Approval,2024-02-14,2024-04-24,2024-02-14,2024-05-08,Completed,Revenue Department,70,84,14
TL-0012391,LG-001127,Notification,2024-04-29,2024-07-04,2024-04-29,2024-07-14,Completed,Revenue Department,66,76,10
TL-0012392,LG-001127,Objection/Hearing,2024-07-09,2024-11-04,2024-07-09,2024-11-19,Completed,Public Works Dept,118,133,15
TL-0012393,LG-001127,Compensation,2024-11-09,2025-01-24,2024-11-09,2025-01-30,Completed,Land Records Cell,76,82,6
TL-0012394,LG-001127,Legal Resolution,2025-01-29,2025-04-27,2025-01-29,2025-05-02,Completed,Land Records Cell,88,93,5
TL-0012395,LG-001127,R&R,2025-05-02,2025-06-25,2025-05-02,2025-06-26,Completed,Environmental Cell,54,55,1
TL-0012396,LG-001127,Possession,2025-06-30,2025-09-01,2025-06-30,2025-09-15,Completed,Land Records Cell,63,77,14
TL-0012397,LG-001127,Final Handover,2025-09-06,2025-11-04,2025-09-06,,In Progress,Environmental Cell,59,0,9
TL-0012398,LG-001128,Land Identification,2021-08-21,2021-12-07,2021-08-21,2021-12-16,Completed,Finance Department,108,117,9
TL-0012399,LG-001128,Survey,2021-12-12,2022-01-29,2021-12-12,,In Progress,R&R Authority,48,0,8
TL-0012400,LG-001128,Documentation,2022-02-03,2022-03-19,,,Not Started,Irrigation Department,44,0,0
TL-0012401,LG-001128,Approval,2022-03-24,2022-05-17,,,Not Started,Public Works Dept,54,0,0
TL-0012402,LG-001128,Notification,2022-05-22,2022-09-08,,,Not Started,Irrigation Department,109,0,0
TL-0012403,LG-001128,Objection/Hearing,2022-09-13,2022-11-16,,,Not Started,Environmental Cell,64,0,0
TL-0012404,LG-001128,Compensation,2022-11-21,2023-02-26,,,Not Started,Revenue Department,97,0,0
TL-0012405,LG-001128,Legal Resolution,2023-03-03,2023-06-23,,,Not Started,R&R Authority,112,0,0
TL-0012406,LG-001128,R&R,2023-06-28,2023-09-29,,,Not Started,Public Works Dept,93,0,0
TL-0012407,LG-001128,Possession,2023-10-04,2023-12-07,,,Not Started,Environmental Cell,64,0,0
TL-0012408,LG-001128,Final Handover,2023-12-12,2024-03-12,,,Not Started,Land Records Cell,91,0,0
TL-0012409,LG-001129,Land Identification,2018-02-28,2018-06-18,2018-02-28,2018-06-22,Completed,Legal Affairs,110,114,4
TL-0012410,LG-001129,Survey,2018-06-23,2018-08-15,2018-06-23,,In Progress,Revenue Department,53,0,5
TL-0012411,LG-001129,Documentation,2018-08-20,2018-12-10,,,Not Started,Legal Affairs,112,0,0
TL-0012412,LG-001129,Approval,2018-12-15,2019-02-15,,,Not Started,Environmental Cell,62,0,0
TL-0012413,LG-001129,Notification,2019-02-20,2019-03-25,,,Not Started,Land Records Cell,33,0,0
TL-0012414,LG-001129,Objection/Hearing,2019-03-30,2019-07-04,,,Not Started,Legal Affairs,96,0,0
TL-0012415,LG-001129,Compensation,2019-07-09,2019-10-15,,,Not Started,R&R Authority,98,0,0
TL-0012416,LG-001129,Legal Resolution,2019-10-20,2020-01-15,,,Not Started,Revenue Department,87,0,0
TL-0012417,LG-001129,R&R,2020-01-20,2020-04-02,,,Not Started,Finance Department,73,0,0
TL-0012418,LG-001129,Possession,2020-04-07,2020-05-24,,,Not Started,Public Works Dept,47,0,0
TL-0012419,LG-001129,Final Handover,2020-05-29,2020-08-04,,,Not Started,Public Works Dept,67,0,0
TL-0012420,LG-001130,Land Identification,2024-01-23,2024-04-29,2024-01-23,,In Progress,Legal Affairs,97,0,7
TL-0012421,LG-001130,Survey,2024-05-04,2024-08-26,,,Not Started,R&R Authority,114,0,0
TL-0012422,LG-001130,Documentation,2024-08-31,2024-11-16,,,Not Started,Environmental Cell,77,0,0
TL-0012423,LG-001130,Approval,2024-11-21,2025-02-02,,,Not Started,Finance Department,73,0,0
TL-0012424,LG-001130,Notification,2025-02-07,2025-04-04,,,Not Started,Irrigation Department,56,0,0
TL-0012425,LG-001130,Objection/Hearing,2025-04-09,2025-07-16,,,Not Started,Public Works Dept,98,0,0
TL-0012426,LG-001130,Compensation,2025-07-21,2025-08-26,,,Not Started,Revenue Department,36,0,0
TL-0012427,LG-001130,Legal Resolution,2025-08-31,2025-10-16,,,Not Started,Environmental Cell,46,0,0
TL-0012428,LG-001130,R&R,2025-10-21,2026-01-22,,,Not Started,Environmental Cell,93,0,0
TL-0012429,LG-001130,Possession,2026-01-27,2026-04-03,,,Not Started,Irrigation Department,66,0,0
TL-0012430,LG-001130,Final Handover,2026-04-08,2026-07-08,,,Not Started,R&R Authority,91,0,0
TL-0012431,LG-001131,Land Identification,2021-03-10,2021-04-20,2021-03-10,2021-04-27,Completed,Public Works Dept,41,48,7
TL-0012432,LG-001131,Survey,2021-04-25,2021-08-14,2021-04-25,,In Progress,Environmental Cell,111,0,9
TL-0012433,LG-001131,Documentation,2021-08-19,2021-11-23,,,Not Started,Environmental Cell,96,0,0
TL-0012434,LG-001131,Approval,2021-11-28,2022-02-13,,,Not Started,Irrigation Department,77,0,0
TL-0012435,LG-001131,Notification,2022-02-18,2022-05-09,,,Not Started,Environmental Cell,80,0,0
TL-0012436,LG-001131,Objection/Hearing,2022-05-14,2022-07-22,,,Not Started,R&R Authority,69,0,0
TL-0012437,LG-001131,Compensation,2022-07-27,2022-09-09,,,Not Started,Finance Department,44,0,0
TL-0012438,LG-001131,Legal Resolution,2022-09-14,2022-12-18,,,Not Started,Legal Affairs,95,0,0
TL-0012439,LG-001131,R&R,2022-12-23,2023-02-11,,,Not Started,R&R Authority,50,0,0
TL-0012440,LG-001131,Possession,2023-02-16,2023-05-26,,,Not Started,Irrigation Department,99,0,0
TL-0012441,LG-001131,Final Handover,2023-05-31,2023-07-02,,,Not Started,Finance Department,32,0,0
TL-0012442,LG-001132,Land Identification,2022-10-02,2023-01-25,2022-10-02,2023-03-21,Completed,Land Records Cell,115,170,55
TL-0012443,LG-001132,Survey,2023-01-30,2023-04-22,2023-01-30,,Delayed,Public Works Dept,82,0,110
TL-0012444,LG-001132,Documentation,2023-04-27,2023-07-02,,,Not Started,Legal Affairs,66,0,0
TL-0012445,LG-001132,Approval,2023-07-07,2023-08-09,,,Not Started,Land Records Cell,33,0,0
TL-0012446,LG-001132,Notification,2023-08-14,2023-10-19,,,Not Started,Finance Department,66,0,0
TL-0012447,LG-001132,Objection/Hearing,2023-10-24,2024-02-19,,,Not Started,Finance Department,118,0,0
TL-0012448,LG-001132,Compensation,2024-02-24,2024-05-05,,,Not Started,Irrigation Department,71,0,0
TL-0012449,LG-001132,Legal Resolution,2024-05-10,2024-07-06,,,Not Started,Environmental Cell,57,0,0
TL-0012450,LG-001132,R&R,2024-07-11,2024-08-19,,,Not Started,Environmental Cell,39,0,0
TL-0012451,LG-001132,Possession,2024-08-24,2024-12-14,,,Not Started,R&R Authority,112,0,0
TL-0012452,LG-001132,Final Handover,2024-12-19,2025-03-28,,,Not Started,Environmental Cell,99,0,0
TL-0012453,LG-001133,Land Identification,2022-08-22,2022-10-11,2022-08-22,2022-10-11,Completed,R&R Authority,50,50,0
TL-0012454,LG-001133,Survey,2022-10-16,2023-01-09,2022-10-16,,In Progress,Revenue Department,85,0,0
TL-0012455,LG-001133,Documentation,2023-01-14,2023-04-24,,,Not Started,Legal Affairs,100,0,0
TL-0012456,LG-001133,Approval,2023-04-29,2023-06-22,,,Not Started,Irrigation Department,54,0,0
TL-0012457,LG-001133,Notification,2023-06-27,2023-08-24,,,Not Started,Public Works Dept,58,0,0
TL-0012458,LG-001133,Objection/Hearing,2023-08-29,2023-10-12,,,Not Started,Land Records Cell,44,0,0
TL-0012459,LG-001133,Compensation,2023-10-17,2024-02-01,,,Not Started,Finance Department,107,0,0
TL-0012460,LG-001133,Legal Resolution,2024-02-06,2024-05-28,,,Not Started,Irrigation Department,112,0,0
TL-0012461,LG-001133,R&R,2024-06-02,2024-07-25,,,Not Started,Environmental Cell,53,0,0
TL-0012462,LG-001133,Possession,2024-07-30,2024-11-07,,,Not Started,Public Works Dept,100,0,0
TL-0012463,LG-001133,Final Handover,2024-11-12,2025-02-06,,,Not Started,Irrigation Department,86,0,0
TL-0012464,LG-001134,Land Identification,2020-01-11,2020-04-02,2020-01-11,2020-04-05,Completed,Land Records Cell,82,85,3
TL-0012465,LG-001134,Survey,2020-04-07,2020-08-04,2020-04-07,2020-08-14,Completed,Irrigation Department,119,129,10
TL-0012466,LG-001134,Documentation,2020-08-09,2020-11-25,2020-08-09,2020-12-08,Completed,Legal Affairs,108,121,13
TL-0012467,LG-001134,Approval,2020-11-30,2021-01-07,2020-11-30,2021-01-22,Completed,Legal Affairs,38,53,15
TL-0012468,LG-001134,Notification,2021-01-12,2021-04-10,2021-01-12,2021-04-19,Completed,Revenue Department,88,97,9
TL-0012469,LG-001134,Objection/Hearing,2021-04-15,2021-05-18,2021-04-15,2021-06-02,Completed,Irrigation Department,33,48,15
TL-0012470,LG-001134,Compensation,2021-05-23,2021-07-27,2021-05-23,,In Progress,Legal Affairs,65,0,2
TL-0012471,LG-001134,Legal Resolution,2021-08-01,2021-11-08,,,Not Started,Revenue Department,99,0,0
TL-0012472,LG-001134,R&R,2021-11-13,2022-02-15,,,Not Started,Revenue Department,94,0,0
TL-0012473,LG-001134,Possession,2022-02-20,2022-03-24,,,Not Started,Irrigation Department,32,0,0
TL-0012474,LG-001134,Final Handover,2022-03-29,2022-07-04,,,Not Started,Finance Department,97,0,0
TL-0012475,LG-001135,Land Identification,2018-05-28,2018-09-15,2018-05-28,2018-09-17,Completed,Finance Department,110,112,2
TL-0012476,LG-001135,Survey,2018-09-20,2019-01-04,2018-09-20,2019-01-12,Completed,Irrigation Department,106,114,8
TL-0012477,LG-001135,Documentation,2019-01-09,2019-03-02,2019-01-09,2019-03-08,Completed,Land Records Cell,52,58,6
TL-0012478,LG-001135,Approval,2019-03-07,2019-04-25,2019-03-07,2019-05-07,Completed,Legal Affairs,49,61,12
TL-0012479,LG-001135,Notification,2019-04-30,2019-08-07,2019-04-30,2019-08-16,Completed,Revenue Department,99,108,9
TL-0012480,LG-001135,Objection/Hearing,2019-08-12,2019-09-23,2019-08-12,2019-09-25,Completed,Finance Department,42,44,2
TL-0012481,LG-001135,Compensation,2019-09-28,2019-10-29,2019-09-28,2019-11-12,Completed,Public Works Dept,31,45,14
TL-0012482,LG-001135,Legal Resolution,2019-11-03,2020-02-02,2019-11-03,2020-02-10,Completed,R&R Authority,91,99,8
TL-0012483,LG-001135,R&R,2020-02-07,2020-04-23,2020-02-07,2020-04-29,Completed,Land Records Cell,76,82,6
TL-0012484,LG-001135,Possession,2020-04-28,2020-06-03,2020-04-28,,In Progress,Environmental Cell,36,0,9
TL-0012485,LG-001135,Final Handover,2020-06-08,2020-09-26,,,Not Started,R&R Authority,110,0,0
TL-0012486,LG-001136,Land Identification,2024-05-02,2024-06-09,2024-05-02,2024-06-17,Completed,Legal Affairs,38,46,8
TL-0012487,LG-001136,Survey,2024-06-14,2024-08-20,2024-06-14,2024-08-28,Completed,Land Records Cell,67,75,8
TL-0012488,LG-001136,Documentation,2024-08-25,2024-10-06,2024-08-25,2024-10-10,Completed,Environmental Cell,42,46,4
TL-0012489,LG-001136,Approval,2024-10-11,2024-12-04,2024-10-11,2024-12-05,Completed,Land Records Cell,54,55,1
TL-0012490,LG-001136,Notification,2024-12-09,2025-01-19,2024-12-09,2025-01-30,Completed,Irrigation Department,41,52,11
TL-0012491,LG-001136,Objection/Hearing,2025-01-24,2025-03-20,2025-01-24,2025-03-22,Completed,Revenue Department,55,57,2
TL-0012492,LG-001136,Compensation,2025-03-25,2025-05-18,2025-03-25,2025-05-27,Completed,Irrigation Department,54,63,9
TL-0012493,LG-001136,Legal Resolution,2025-05-23,2025-09-18,2025-05-23,2025-09-21,Completed,Public Works Dept,118,121,3
TL-0012494,LG-001136,R&R,2025-09-23,2025-11-18,2025-09-23,2025-11-18,Completed,Public Works Dept,56,56,0
TL-0012495,LG-001136,Possession,2025-11-23,2026-02-08,2025-11-23,2026-02-13,Completed,Environmental Cell,77,82,5
TL-0012496,LG-001136,Final Handover,2026-02-13,2026-04-25,2026-02-13,,In Progress,Finance Department,71,0,10
TL-0012497,LG-001137,Land Identification,2024-02-05,2024-04-09,2024-02-05,2024-05-27,Completed,Finance Department,64,112,48
TL-0012498,LG-001137,Survey,2024-04-14,2024-07-09,2024-04-14,2024-11-01,Completed,Land Records Cell,86,201,115
TL-0012499,LG-001137,Documentation,2024-07-14,2024-10-31,2024-07-14,2025-02-12,Completed,Legal Affairs,109,213,104
TL-0012500,LG-001137,Approval,2024-11-05,2025-02-18,2024-11-05,2025-04-26,Completed,Irrigation Department,105,172,67
TL-0012501,LG-001137,Notification,2025-02-23,2025-06-16,2025-02-23,,Delayed,Finance Department,113,0,117
TL-0012502,LG-001137,Objection/Hearing,2025-06-21,2025-07-23,,,Not Started,Public Works Dept,32,0,0
TL-0012503,LG-001137,Compensation,2025-07-28,2025-10-26,,,Not Started,Finance Department,90,0,0
TL-0012504,LG-001137,Legal Resolution,2025-10-31,2026-02-03,,,Not Started,Irrigation Department,95,0,0
TL-0012505,LG-001137,R&R,2026-02-08,2026-03-21,,,Not Started,R&R Authority,41,0,0
TL-0012506,LG-001137,Possession,2026-03-26,2026-05-27,,,Not Started,Public Works Dept,62,0,0
TL-0012507,LG-001137,Final Handover,2026-06-01,2026-07-12,,,Not Started,Land Records Cell,41,0,0
TL-0012508,LG-001138,Land Identification,2023-08-24,2023-11-03,2023-08-24,2024-03-07,Completed,Land Records Cell,71,196,125
TL-0012509,LG-001138,Survey,2023-11-08,2024-01-03,2023-11-08,2024-04-23,Completed,Irrigation Department,56,167,111
TL-0012510,LG-001138,Documentation,2024-01-08,2024-02-22,2024-01-08,,In Progress,R&R Authority,45,0,32
TL-0012511,LG-001138,Approval,2024-02-27,2024-05-09,,,Not Started,Revenue Department,72,0,0
TL-0012512,LG-001138,Notification,2024-05-14,2024-06-28,,,Not Started,Revenue Department,45,0,0
TL-0012513,LG-001138,Objection/Hearing,2024-07-03,2024-09-09,,,Not Started,Public Works Dept,68,0,0
TL-0012514,LG-001138,Compensation,2024-09-14,2024-10-29,,,Not Started,Irrigation Department,45,0,0
TL-0012515,LG-001138,Legal Resolution,2024-11-03,2025-01-26,,,Not Started,R&R Authority,84,0,0
TL-0012516,LG-001138,R&R,2025-01-31,2025-03-02,,,Not Started,Legal Affairs,30,0,0
TL-0012517,LG-001138,Possession,2025-03-07,2025-04-27,,,Not Started,Public Works Dept,51,0,0
TL-0012518,LG-001138,Final Handover,2025-05-02,2025-07-17,,,Not Started,Environmental Cell,76,0,0
TL-0012519,LG-001139,Land Identification,2020-05-11,2020-06-21,2020-05-11,2020-07-04,Completed,Finance Department,41,54,13
TL-0012520,LG-001139,Survey,2020-06-26,2020-10-24,2020-06-26,2020-10-24,Completed,R&R Authority,120,120,0
TL-0012521,LG-001139,Documentation,2020-10-29,2021-01-23,2020-10-29,2021-02-02,Completed,Finance Department,86,96,10
TL-0012522,LG-001139,Approval,2021-01-28,2021-04-22,2021-01-28,2021-04-26,Completed,Land Records Cell,84,88,4
TL-0012523,LG-001139,Notification,2021-04-27,2021-07-13,2021-04-27,2021-07-21,Completed,Land Records Cell,77,85,8
TL-0012524,LG-001139,Objection/Hearing,2021-07-18,2021-10-07,2021-07-18,2021-10-19,Completed,Public Works Dept,81,93,12
TL-0012525,LG-001139,Compensation,2021-10-12,2022-01-26,2021-10-12,2022-01-28,Completed,Irrigation Department,106,108,2
TL-0012526,LG-001139,Legal Resolution,2022-01-31,2022-05-30,2022-01-31,2022-06-06,Completed,Finance Department,119,126,7
TL-0012527,LG-001139,R&R,2022-06-04,2022-09-01,2022-06-04,,In Progress,Public Works Dept,89,0,7
TL-0012528,LG-001139,Possession,2022-09-06,2022-11-02,,,Not Started,Legal Affairs,57,0,0
TL-0012529,LG-001139,Final Handover,2022-11-07,2023-02-26,,,Not Started,Environmental Cell,111,0,0
TL-0012530,LG-001140,Land Identification,2019-05-21,2019-08-31,2019-05-21,2019-09-07,Completed,Public Works Dept,102,109,7
TL-0012531,LG-001140,Survey,2019-09-05,2019-11-22,2019-09-05,2019-11-26,Completed,Legal Affairs,78,82,4
TL-0012532,LG-001140,Documentation,2019-11-27,2020-03-05,2019-11-27,2020-03-06,Completed,Land Records Cell,99,100,1
